DQ079904	DQ079904.1	5529	Enterobacteria phage WA6	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Enterobacteria	Escherichia
DQ079905	DQ079905.1	5529	Enterobacteria phage ID12	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Enterobacteria	Escherichia
DQ079906	DQ079906.1	5529	Enterobacteria phage NC10	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Enterobacteria	Escherichia
DQ079907	DQ079907.2	5529	Enterobacteria phage NC6	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Enterobacteria	Escherichia
DQ079909	DQ079909.1	5486	Enterobacteria phage WA14	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Enterobacteria	Escherichia
DQ113772	DQ113772.1	38893	Streptococcus phage MM1 1998	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Streptococcus pneumoniae strain DCC 1808	Streptococcus
DQ222855	DQ222855.1	38067	Bacillus phage Gamma	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Bacillus anthracis Vollum	Bacillus
DQ289556	DQ289556.1	37373	Bacillus phage Gamma isolate d'Herelle	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Bacillus cereus ATCC 4342	Bacillus
DQ386162	DQ386162.1	30664	Streptococcus phage M102	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Streptococcus mutans P42-SM	Streptococcus
DQ394806	DQ394806.1	37131	Lactococcus phage ul36.k1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Lactococcus lactis SMQ-86	Lactococcus
DQ394807	DQ394807.1	35594	Lactococcus phage ul36.k1t1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Lactococcus lactis SMQ-86	Lactococcus
DQ394808	DQ394808.1	35992	Lactococcus phage ul36.t1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Lactococcus lactis SMQ-86	Lactococcus
DQ394809	DQ394809.1	34897	Lactococcus phage ul36.t1k1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Lactococcus lactis SMQ-86	Lactococcus
DQ394810	DQ394810.1	33641	Lactococcus phage phismq86	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Lactococcus	Lactococcus
DQ426905	DQ426905.1	34600	Mannheimia phage phiMhaA1-BAA410	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Peduovirinae; P2likevirus.	unknown	Mannheimia haemolytica strain ATCC BAA-410 serotype	Mannheimia
DQ530360	DQ530360.1	43145	Staphylococcus aureus phage phiNM2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Staphylococcus aureus	Staphylococcus
DQ530362	DQ530362.1	43189	Staphylococcus aureus phage phiNM4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Staphylococcus aureus	Staphylococcus
DQ785801	DQ785801.1	52162	Sodalis phage phiSG1	Viruses; unclassified phages.	unknown	Sodalis glossinidius	Sodalis
DQ838728	DQ838728.1	33613	Lactococcus phage P335	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Lactococcus lactis F7/2	Lactococcus
DQ908929	DQ908929.1	42140	Staphylococcus phage 80	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Staphylococcus	Staphylococcus
EF136587	EF136587.1	3165	Staphylococcus phage 812	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Spounavirinae; Twortlikevirus; unclassified Twortlikevirus.	unknown	Staphylococcus aureus CCM 4028	Staphylococcus
EF136588	EF136588.1	1656	Staphylococcus phage 812	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Spounavirinae; Twortlikevirus; unclassified Twortlikevirus.	unknown	Staphylococcus aureus CCM 4028	Staphylococcus
EF136589	EF136589.1	12013	Staphylococcus phage 812	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Spounavirinae; Twortlikevirus; unclassified Twortlikevirus.	unknown	Staphylococcus aureus CCM 4028	Staphylococcus
EF380009	EF380009.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380010	EF380010.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380011	EF380011.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380012	EF380012.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380013	EF380013.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380014	EF380014.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380015	EF380015.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380016	EF380016.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380017	EF380017.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380018	EF380018.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380019	EF380019.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380020	EF380020.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380021	EF380021.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380022	EF380022.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380023	EF380023.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380024	EF380024.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380025	EF380025.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380026	EF380026.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380027	EF380027.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380028	EF380028.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380029	EF380029.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380030	EF380030.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380031	EF380031.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EF380032	EF380032.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
EU078592	EU078592.1	42925	Enterobacteria phage DE3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;Lambdalikevirus.	unknown	Escherichia coli BL21(DE3)	Escherichia
EU418428	EU418428.2	145542	Staphylococcus phage A5W	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Spounavirinae; Twortlikevirus.	unknown	Staphylococcus aureus NCTC9789 (=PS80)	Staphylococcus
EU622808	EU622808.1	18753	Bacillus phage Nf	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Picovirinae; Phi29likevirus.	unknown	Bacillus	Bacillus
FJ483837	FJ483837.1	3412	Enterobacteria phage BZ13	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Levivirus.	unknown	Escherichia coli	Escherichia
FJ483838	FJ483838.1	3393	Enterobacteria phage BZ13	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Levivirus.	unknown	Escherichia coli	Escherichia
FJ483839	FJ483839.1	3458	Enterobacteria phage BZ13	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Levivirus.	unknown	Escherichia coli	Escherichia
FJ483840	FJ483840.1	4218	Enterobacteria phage Qbeta	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Allolevivirus.	unknown	Escherichia coli	Escherichia
FJ483841	FJ483841.1	4221	Enterobacteria phage Qbeta	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Allolevivirus.	unknown	Escherichia coli	Escherichia
FJ483842	FJ483842.1	4218	Enterobacteria phage Qbeta	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Allolevivirus.	unknown	Escherichia coli	Escherichia
FJ483843	FJ483843.1	4218	Enterobacteria phage Qbeta	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Allolevivirus.	unknown	Escherichia coli	Escherichia
FJ483844	FJ483844.1	4219	Enterobacteria phage Qbeta	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Allolevivirus.	unknown	Escherichia coli	Escherichia
FJ539132	FJ539132.1	4241	Enterobacteria phage FI	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Allolevivirus.	unknown	Escherichia coli	Escherichia
FJ539133	FJ539133.1	4243	Enterobacteria phage FI	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Allolevivirus.	unknown	Escherichia coli	Escherichia
FJ539134	FJ539134.1	4273	Enterobacteria phage FI	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Allolevivirus.	unknown	Escherichia coli	Escherichia
FJ539135	FJ539135.1	4273	Enterobacteria phage FI	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Allolevivirus.	unknown	Escherichia coli	Escherichia
FJ848881	FJ848881.1	28144	Lactococcus phage SL4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Lactococcus lactis SMQ-404	Lactococcus
FJ848882	FJ848882.1	32182	Lactococcus phage CB13	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Lactococcus lactis SMQ-404	Lactococcus
FJ848883	FJ848883.1	29459	Lactococcus phage CB14	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Lactococcus lactis SMQ-404	Lactococcus
FJ848884	FJ848884.1	28643	Lactococcus phage CB19	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Lactococcus lactis SMQ-404	Lactococcus
FJ848885	FJ848885.1	28625	Lactococcus phage CB20	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Lactococcus lactis SMQ-404	Lactococcus
FJ849058	FJ849058.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli C	Escherichia
FM180578	FM180578.1	57248	Enterobacteria phage 2851	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	unknown	E. coli O157:H7 strain CB2851	Escherichia
FN297812	FN297812.1	42612	Vibrio phage VP58.5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;VHML-like phages.	unknown	Vibrio parahaemolyticus	Vibrio
FN667788	FN667788.1	177534	Campylobacter phage CP220	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Campylobacter	Campylobacter
FN667789	FN667789.1	175720	Campylobacter phage CPt10	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Campylobacter	Campylobacter
FQ482084	FQ482084.1	45522	Erwinia phage phiEa1H	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified Autographivirinae.	unknown	Erwinia	Erwinia
FR775895	FR775895.2	148612	Enterobacteria phage phi92	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Escherichia coli K92	Escherichia
FR823450	FR823450.1	132454	Campylobacter phage CP81	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Campylobacter jejuni	Campylobacter
FR852584	FR852584.1	138339	Staphylococcus phage ISP	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Spounavirinae; Twortlikevirus.	unknown	Staphylococcus aureus	Staphylococcus
GQ303259	GQ303259.1	67774	Mycobacterium phage Colbert	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
GQ303261	GQ303261.1	41901	Mycobacterium phage Hope	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
GQ303262	GQ303262.1	154349	Mycobacterium phage LRRHood	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;I3likevirus; unclassified I3-like viruses.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
GQ303264	GQ303264.1	68323	Mycobacterium phage Puhltonio	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
GQ303265	GQ303265.1	74491	Mycobacterium phage Pumpkin	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
GQ303266	GQ303266.1	68016	Mycobacterium phage UncleHowie	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
GQ403788	GQ403788.1	36892	Lactococcus phage 1358	Viruses; unclassified phages.	unknown	Lactococcus lactis SMQ-388	Lactococcus
GQ451696	GQ451696.1	29508	Leuconostoc phage 1-A4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Leuconostoc mesenteroides 1-A4	Leuconostoc
GQ478082	GQ478082.1	38989	Enterococcus phage phiFL1B	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Enterococcus faecalis	Enterococcus
GQ478083	GQ478083.1	38721	Enterococcus phage phiFL1C	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Enterococcus faecalis	Enterococcus
GQ478085	GQ478085.1	36826	Enterococcus phage phiFL2B	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Enterococcus faecalis	Enterococcus
GQ478087	GQ478087.1	40275	Enterococcus phage phiFL3B	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Enterococcus faecalis	Enterococcus
GQ979703	GQ979703.1	27595	Lactococcus lactis phage p2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Lactococcus lactis subsp. cremoris MG1363	Lactococcus
GU071092	GU071092.1	252407	Prochlorococcus phage P-SSM2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Tevenvirinae; T4likevirus.	unknown	Prochlorococcus	Prochlorococcus
GU169904	GU169904.1	147303	Staphylococcus phage SA1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Staphylococcus aureus	Staphylococcus
GU196277	GU196277.1	43587	Escherichia phage K1-dep(4)	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Escherichia coli O18:K1:H7	Escherichia
GU196278	GU196278.1	41632	Escherichia phage K1-dep(1)	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Escherichia coli O18:K1:H7	Escherichia
GU196279	GU196279.1	42292	Escherichia phage K1-ind(1)	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Escherichia coli O18:K1:H7	Escherichia
GU196280	GU196280.1	42765	Escherichia phage K1-ind(2)	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Escherichia coli O18:K1:H7	Escherichia
GU196281	GU196281.1	43461	Escherichia phage K1-ind(3)	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Escherichia coli O18:K1:H7	Escherichia
GU229986	GU229986.1	56505	Bacillus phage 250	Viruses; unclassified phages.	unknown	Bacillus cereus	Bacillus
GU247133	GU247133.1	68569	Mycobacterium phage Fang	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
GU247134	GU247134.1	68432	Mycobacterium phage Scoot17C	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
GU323708	GU323708.1	32847	Lactobacillus phage phiPYB5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Lactobacillus fermentum strain YB5	Lactobacillus
GU339467	GU339467.1	53332	Mycobacterium phage RedRock	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
GU385905	GU385905.1	5386	Enterobacteria phage phiX174	Viruses; ssDNA viruses; Microviridae; Microvirus.	unknown	Escherichia coli	Escherichia
GU903191	GU903191.1	41666	Escherichia phage vB_EcoM_ECO1230-10	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Escherichia coli	Escherichia
GU967410	GU967410.1	48211	Lactobacillus phage LBR48	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Lactobacillus	Lactobacillus
HE584812	HE584812.1	36814	Pseudomonas phage LPB1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Pseudomonas	Pseudomonas
HE614282	HE614282.1	42932	Bacillus phage BceA1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Bacillus cereus/thuringiensis group	Bacillus
HE956707	HE956707.1	41700	Yersinia phage phiR8-01	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified Autographivirinae.	unknown	Yersinia enterocolitica	Yersinia
HE956711	HE956711.1	167063	Yersinia phage phiD1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Yersinia pestis	Yersinia
HE983844	HE983844.1	45469	Pseudomonas phage vB_PaeP_C1-14_Or	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;unclassified Luz24likevirus.	unknown	Pseudomonas aeruginosa	Pseudomonas
HG315669	HG315669.1	7648	Stenotrophomonas phage phiSMA6	Viruses; ssDNA viruses; Inoviridae; unclassified Inoviridae.	unknown	Stenotrophomonas maltophilia str. Khak84	Stenotrophomonas
HG428758	HG428758.1	41143	Brucella phage F1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	unknown	Brucella sp.	Brucella
HG803181	HG803181.1	33828	Vibrio phage PV94	Viruses; unclassified phages.	unknown	Vibrio vulnificus	Vibrio
HM072038	HM072038.1	39318	Bacillus phage phi105	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;Lambdalikevirus; unclassified Lambda-like viruses.	unknown	Bacillus subtilis BGSC 1L32	Bacillus
HM137666	HM137666.1	168920	Enterobacteria phage T4T	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Tevenvirinae; T4likevirus.	unknown	Escherichia coli	Escherichia
HM152765	HM152765.1	47287	Mycobacterium phage island3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
HM152766	HM152766.1	51436	Mycobacterium phage Eagle	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
HM208303	HM208303.1	57677	Stx2 converting phage vB_EcoP_24B	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;Lambdalikevirus; unclassified Lambda-like viruses.	unknown	Escherichia coli O157:H7	Escherichia
HM246720	HM246720.1	53237	Campylobacter phage vB_CcoM-IBB_35	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Campylobacter	Campylobacter
HM246721	HM246721.1	51534	Campylobacter phage vB_CcoM-IBB_35	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Campylobacter	Campylobacter
HM246722	HM246722.1	27985	Campylobacter phage vB_CcoM-IBB_35	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Campylobacter	Campylobacter
HM246723	HM246723.1	14701	Campylobacter phage vB_CcoM-IBB_35	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Campylobacter	Campylobacter
HM246724	HM246724.1	24608	Campylobacter phage vB_CcoM-IBB_35	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Campylobacter	Campylobacter
HM368260	HM368260.1	45159	Acinetobacter phage AB1	Viruses; unclassified phages.	unknown	Acinetobacter baumannii	Acinetobacter
